species,trap
CULEX TARSALIS,T030
UNSPECIFIED CULEX,T030
CULEX ERRATICUS,T030
CULEX PIPIENS/RESTUANS,T084
CULEX RESTUANS,T084
CULEX PIPIENS,T084
CULEX SALINARIUS,T084
CULEX TERRITANS,T084
CULEX TARSALIS,T084
UNSPECIFIED CULEX,T084
CULEX ERRATICUS,T084
CULEX PIPIENS/RESTUANS,T144
CULEX RESTUANS,T144
CULEX PIPIENS,T144
CULEX SALINARIUS,T144
CULEX TERRITANS,T144
CULEX TARSALIS,T144
UNSPECIFIED CULEX,T144
CULEX ERRATICUS,T144
CULEX PIPIENS/RESTUANS,T160
CULEX RESTUANS,T160
CULEX PIPIENS,T160
CULEX SALINARIUS,T160
CULEX TERRITANS,T160
CULEX TARSALIS,T160
UNSPECIFIED CULEX,T160
CULEX ERRATICUS,T160
CULEX PIPIENS/RESTUANS,T005
CULEX RESTUANS,T005
CULEX PIPIENS,T005
CULEX SALINARIUS,T005
CULEX TERRITANS,T005
CULEX TARSALIS,T005
UNSPECIFIED CULEX,T005
CULEX ERRATICUS,T005
CULEX PIPIENS/RESTUANS,T017
CULEX RESTUANS,T017
CULEX PIPIENS,T017
CULEX SALINARIUS,T017
CULEX TERRITANS,T017
CULEX TARSALIS,T017
UNSPECIFIED CULEX,T017
CULEX ERRATICUS,T017
CULEX PIPIENS/RESTUANS,T044
CULEX RESTUANS,T044
CULEX PIPIENS,T044
CULEX SALINARIUS,T044
CULEX TERRITANS,T044
CULEX TARSALIS,T044
UNSPECIFIED CULEX,T044
CULEX ERRATICUS,T044
CULEX PIPIENS/RESTUANS,T095
CULEX RESTUANS,T095
CULEX PIPIENS,T095
CULEX SALINARIUS,T095
CULEX TERRITANS,T095
CULEX TARSALIS,T095
UNSPECIFIED CULEX,T095
CULEX ERRATICUS,T095
CULEX PIPIENS/RESTUANS,T004
CULEX RESTUANS,T004
CULEX PIPIENS,T004
CULEX SALINARIUS,T004
CULEX TERRITANS,T004
CULEX TARSALIS,T004
UNSPECIFIED CULEX,T004
CULEX ERRATICUS,T004
CULEX PIPIENS/RESTUANS,T035
CULEX RESTUANS,T035
CULEX PIPIENS,T035
CULEX SALINARIUS,T035
CULEX TERRITANS,T035
CULEX TARSALIS,T035
UNSPECIFIED CULEX,T035
CULEX ERRATICUS,T035
CULEX PIPIENS/RESTUANS,T036
CULEX RESTUANS,T036
CULEX PIPIENS,T036
CULEX SALINARIUS,T036
CULEX TERRITANS,T036
CULEX TARSALIS,T036
UNSPECIFIED CULEX,T036
CULEX ERRATICUS,T036
CULEX PIPIENS/RESTUANS,T039
CULEX RESTUANS,T039
CULEX PIPIENS,T039
CULEX SALINARIUS,T039
CULEX TERRITANS,T039
CULEX TARSALIS,T039
UNSPECIFIED CULEX,T039
CULEX ERRATICUS,T039
CULEX PIPIENS/RESTUANS,T060
CULEX RESTUANS,T060
CULEX PIPIENS,T060
CULEX SALINARIUS,T060
CULEX TERRITANS,T060
CULEX TARSALIS,T060
UNSPECIFIED CULEX,T060
CULEX ERRATICUS,T060
CULEX PIPIENS/RESTUANS,T061
CULEX RESTUANS,T061
CULEX PIPIENS,T061
CULEX SALINARIUS,T061
CULEX TERRITANS,T061
CULEX TARSALIS,T061
UNSPECIFIED CULEX,T061
CULEX ERRATICUS,T061
CULEX PIPIENS/RESTUANS,T062
CULEX RESTUANS,T062
CULEX PIPIENS,T062
CULEX SALINARIUS,T062
CULEX TERRITANS,T062
CULEX TARSALIS,T062
UNSPECIFIED CULEX,T062
CULEX ERRATICUS,T062
CULEX PIPIENS/RESTUANS,T065
CULEX RESTUANS,T065
CULEX PIPIENS,T065
CULEX SALINARIUS,T065
CULEX TERRITANS,T065
CULEX TARSALIS,T065
UNSPECIFIED CULEX,T065
CULEX ERRATICUS,T065
CULEX PIPIENS/RESTUANS,T066
CULEX RESTUANS,T066
CULEX PIPIENS,T066
CULEX SALINARIUS,T066
CULEX TERRITANS,T066
CULEX TARSALIS,T066
UNSPECIFIED CULEX,T066
CULEX ERRATICUS,T066
CULEX PIPIENS/RESTUANS,T067
CULEX RESTUANS,T067
CULEX PIPIENS,T067
CULEX SALINARIUS,T067
CULEX TERRITANS,T067
CULEX TARSALIS,T067
UNSPECIFIED CULEX,T067
CULEX ERRATICUS,T067
CULEX PIPIENS/RESTUANS,T069
CULEX RESTUANS,T069
CULEX PIPIENS,T069
CULEX SALINARIUS,T069
CULEX TERRITANS,T069
CULEX TARSALIS,T069
UNSPECIFIED CULEX,T069
CULEX ERRATICUS,T069
CULEX PIPIENS/RESTUANS,T070
CULEX RESTUANS,T070
CULEX PIPIENS,T070
CULEX SALINARIUS,T070
CULEX TERRITANS,T070
CULEX TARSALIS,T070
UNSPECIFIED CULEX,T070
CULEX ERRATICUS,T070
CULEX PIPIENS/RESTUANS,T071
CULEX RESTUANS,T071
CULEX PIPIENS,T071
CULEX SALINARIUS,T071
CULEX TERRITANS,T071
CULEX TARSALIS,T071
UNSPECIFIED CULEX,T071
CULEX ERRATICUS,T071
CULEX PIPIENS/RESTUANS,T073
CULEX RESTUANS,T073
CULEX PIPIENS,T073
CULEX SALINARIUS,T073
CULEX TERRITANS,T073
CULEX TARSALIS,T073
UNSPECIFIED CULEX,T073
CULEX ERRATICUS,T073
CULEX PIPIENS/RESTUANS,T074
CULEX RESTUANS,T074
CULEX PIPIENS,T074
CULEX SALINARIUS,T074
CULEX TERRITANS,T074
CULEX TARSALIS,T074
UNSPECIFIED CULEX,T074
CULEX ERRATICUS,T074
CULEX PIPIENS/RESTUANS,T075
CULEX RESTUANS,T075
CULEX PIPIENS,T075
CULEX SALINARIUS,T075
CULEX TERRITANS,T075
CULEX TARSALIS,T075
UNSPECIFIED CULEX,T075
CULEX ERRATICUS,T075
CULEX PIPIENS/RESTUANS,T076
CULEX RESTUANS,T076
CULEX PIPIENS,T076
CULEX SALINARIUS,T076
CULEX TERRITANS,T076
CULEX TARSALIS,T076
UNSPECIFIED CULEX,T076
CULEX ERRATICUS,T076
CULEX PIPIENS/RESTUANS,T077
CULEX RESTUANS,T077
CULEX PIPIENS,T077
CULEX SALINARIUS,T077
CULEX TERRITANS,T077
CULEX TARSALIS,T077
UNSPECIFIED CULEX,T077
CULEX ERRATICUS,T077
CULEX PIPIENS/RESTUANS,T079
CULEX RESTUANS,T079
CULEX PIPIENS,T079
CULEX SALINARIUS,T079
CULEX TERRITANS,T079
CULEX TARSALIS,T079
UNSPECIFIED CULEX,T079
CULEX ERRATICUS,T079
CULEX PIPIENS/RESTUANS,T080
CULEX RESTUANS,T080
CULEX PIPIENS,T080
CULEX SALINARIUS,T080
CULEX TERRITANS,T080
CULEX TARSALIS,T080
UNSPECIFIED CULEX,T080
CULEX ERRATICUS,T080
CULEX PIPIENS/RESTUANS,T081
CULEX RESTUANS,T081
CULEX PIPIENS,T081
CULEX SALINARIUS,T081
CULEX TERRITANS,T081
CULEX TARSALIS,T081
UNSPECIFIED CULEX,T081
CULEX ERRATICUS,T081
CULEX PIPIENS/RESTUANS,T082
CULEX RESTUANS,T082
CULEX PIPIENS,T082
CULEX SALINARIUS,T082
CULEX TERRITANS,T082
CULEX TARSALIS,T082
UNSPECIFIED CULEX,T082
CULEX ERRATICUS,T082
CULEX PIPIENS/RESTUANS,T083
CULEX RESTUANS,T083
CULEX PIPIENS,T083
CULEX SALINARIUS,T083
CULEX TERRITANS,T083
CULEX TARSALIS,T083
UNSPECIFIED CULEX,T083
CULEX ERRATICUS,T083
CULEX PIPIENS/RESTUANS,T114
CULEX RESTUANS,T114
CULEX PIPIENS,T114
CULEX SALINARIUS,T114
CULEX TERRITANS,T114
CULEX TARSALIS,T114
UNSPECIFIED CULEX,T114
CULEX ERRATICUS,T114
CULEX PIPIENS/RESTUANS,T155
CULEX RESTUANS,T155
CULEX PIPIENS,T155
CULEX SALINARIUS,T155
CULEX TERRITANS,T155
CULEX TARSALIS,T155
UNSPECIFIED CULEX,T155
CULEX ERRATICUS,T155
CULEX PIPIENS/RESTUANS,T063
CULEX RESTUANS,T063
CULEX PIPIENS,T063
CULEX SALINARIUS,T063
CULEX TERRITANS,T063
CULEX TARSALIS,T063
UNSPECIFIED CULEX,T063
CULEX ERRATICUS,T063
CULEX PIPIENS/RESTUANS,T115
CULEX RESTUANS,T115
CULEX PIPIENS,T115
CULEX SALINARIUS,T115
CULEX TERRITANS,T115
CULEX TARSALIS,T115
UNSPECIFIED CULEX,T115
CULEX ERRATICUS,T115
CULEX PIPIENS/RESTUANS,T138
CULEX RESTUANS,T138
CULEX PIPIENS,T138
CULEX SALINARIUS,T138
CULEX TERRITANS,T138
CULEX TARSALIS,T138
UNSPECIFIED CULEX,T138
CULEX ERRATICUS,T138
CULEX PIPIENS/RESTUANS,T200
CULEX RESTUANS,T200
CULEX PIPIENS,T200
CULEX SALINARIUS,T200
CULEX TERRITANS,T200
CULEX TARSALIS,T200
UNSPECIFIED CULEX,T200
CULEX ERRATICUS,T200
CULEX PIPIENS/RESTUANS,T206
CULEX RESTUANS,T206
CULEX PIPIENS,T206
CULEX SALINARIUS,T206
CULEX TERRITANS,T206
CULEX TARSALIS,T206
UNSPECIFIED CULEX,T206
CULEX ERRATICUS,T206
CULEX PIPIENS/RESTUANS,T209
CULEX RESTUANS,T209
CULEX PIPIENS,T209
CULEX SALINARIUS,T209
CULEX TERRITANS,T209
CULEX TARSALIS,T209
UNSPECIFIED CULEX,T209
CULEX ERRATICUS,T209
CULEX PIPIENS/RESTUANS,T212
CULEX RESTUANS,T212
CULEX PIPIENS,T212
CULEX SALINARIUS,T212
CULEX TERRITANS,T212
CULEX TARSALIS,T212
UNSPECIFIED CULEX,T212
CULEX ERRATICUS,T212
CULEX PIPIENS/RESTUANS,T215
CULEX RESTUANS,T215
CULEX PIPIENS,T215
CULEX SALINARIUS,T215
CULEX TERRITANS,T215
CULEX TARSALIS,T215
UNSPECIFIED CULEX,T215
CULEX ERRATICUS,T215
CULEX PIPIENS/RESTUANS,T107
CULEX RESTUANS,T107
CULEX PIPIENS,T107
CULEX SALINARIUS,T107
CULEX TERRITANS,T107
CULEX TARSALIS,T107
UNSPECIFIED CULEX,T107
CULEX ERRATICUS,T107
CULEX PIPIENS/RESTUANS,T128
CULEX RESTUANS,T128
CULEX PIPIENS,T128
CULEX SALINARIUS,T128
CULEX TERRITANS,T128
CULEX TARSALIS,T128
UNSPECIFIED CULEX,T128
CULEX ERRATICUS,T128
CULEX PIPIENS/RESTUANS,T072
CULEX RESTUANS,T072
CULEX PIPIENS,T072
CULEX SALINARIUS,T072
CULEX TERRITANS,T072
CULEX TARSALIS,T072
UNSPECIFIED CULEX,T072
CULEX ERRATICUS,T072
CULEX PIPIENS/RESTUANS,T078
CULEX RESTUANS,T078
CULEX PIPIENS,T078
CULEX SALINARIUS,T078
CULEX TERRITANS,T078
CULEX TARSALIS,T078
UNSPECIFIED CULEX,T078
CULEX ERRATICUS,T078
CULEX PIPIENS/RESTUANS,T097
CULEX RESTUANS,T097
CULEX PIPIENS,T097
CULEX SALINARIUS,T097
CULEX TERRITANS,T097
CULEX TARSALIS,T097
UNSPECIFIED CULEX,T097
CULEX ERRATICUS,T097
CULEX PIPIENS/RESTUANS,T099
CULEX RESTUANS,T099
CULEX PIPIENS,T099
CULEX SALINARIUS,T099
CULEX TERRITANS,T099
CULEX TARSALIS,T099
UNSPECIFIED CULEX,T099
CULEX ERRATICUS,T099
CULEX PIPIENS/RESTUANS,T100
CULEX RESTUANS,T100
CULEX PIPIENS,T100
CULEX SALINARIUS,T100
CULEX TERRITANS,T100
CULEX TARSALIS,T100
UNSPECIFIED CULEX,T100
CULEX ERRATICUS,T100
CULEX PIPIENS/RESTUANS,T102
CULEX RESTUANS,T102
CULEX PIPIENS,T102
CULEX SALINARIUS,T102
CULEX TERRITANS,T102
CULEX TARSALIS,T102
UNSPECIFIED CULEX,T102
CULEX ERRATICUS,T102
CULEX PIPIENS/RESTUANS,T103
CULEX RESTUANS,T103
CULEX PIPIENS,T103
CULEX SALINARIUS,T103
CULEX TERRITANS,T103
CULEX TARSALIS,T103
UNSPECIFIED CULEX,T103
CULEX ERRATICUS,T103
CULEX PIPIENS/RESTUANS,T027
CULEX PIPIENS/RESTUANS,T027
CULEX RESTUANS,T027
CULEX PIPIENS,T027
CULEX SALINARIUS,T027
CULEX TERRITANS,T027
CULEX TARSALIS,T027
UNSPECIFIED CULEX,T027
CULEX ERRATICUS,T027
CULEX PIPIENS/RESTUANS,T156
CULEX RESTUANS,T156
CULEX PIPIENS,T156
CULEX SALINARIUS,T156
CULEX TERRITANS,T156
CULEX TARSALIS,T156
UNSPECIFIED CULEX,T156
CULEX ERRATICUS,T156
CULEX PIPIENS/RESTUANS,T157
CULEX RESTUANS,T157
CULEX PIPIENS,T157
CULEX SALINARIUS,T157
CULEX TERRITANS,T157
CULEX TARSALIS,T157
UNSPECIFIED CULEX,T157
CULEX ERRATICUS,T157
CULEX PIPIENS/RESTUANS,T221
CULEX RESTUANS,T221
CULEX PIPIENS,T221
CULEX SALINARIUS,T221
CULEX TERRITANS,T221
CULEX TARSALIS,T221
UNSPECIFIED CULEX,T221
CULEX ERRATICUS,T221
CULEX PIPIENS/RESTUANS,T009
CULEX RESTUANS,T009
CULEX PIPIENS,T009
CULEX SALINARIUS,T009
CULEX TERRITANS,T009
CULEX TARSALIS,T009
UNSPECIFIED CULEX,T009
CULEX ERRATICUS,T009
CULEX PIPIENS/RESTUANS,T900
CULEX PIPIENS/RESTUANS,T900
CULEX PIPIENS/RESTUANS,T900
CULEX PIPIENS/RESTUANS,T900
CULEX RESTUANS,T900
CULEX RESTUANS,T900
CULEX RESTUANS,T900
CULEX RESTUANS,T900
CULEX RESTUANS,T900
CULEX RESTUANS,T900
CULEX RESTUANS,T900
CULEX PIPIENS,T900
CULEX SALINARIUS,T900
CULEX TERRITANS,T900
CULEX TARSALIS,T900
UNSPECIFIED CULEX,T900
CULEX ERRATICUS,T900
CULEX PIPIENS/RESTUANS,T903
CULEX RESTUANS,T903
CULEX PIPIENS,T903
CULEX SALINARIUS,T903
CULEX TERRITANS,T903
CULEX TARSALIS,T903
UNSPECIFIED CULEX,T903
CULEX ERRATICUS,T903
CULEX PIPIENS/RESTUANS,T090A
CULEX RESTUANS,T090A
CULEX PIPIENS,T090A
CULEX SALINARIUS,T090A
CULEX TERRITANS,T090A
CULEX TARSALIS,T090A
UNSPECIFIED CULEX,T090A
CULEX ERRATICUS,T090A
CULEX PIPIENS/RESTUANS,T090B
CULEX RESTUANS,T090B
CULEX PIPIENS,T090B
CULEX SALINARIUS,T090B
CULEX TERRITANS,T090B
CULEX TARSALIS,T090B
UNSPECIFIED CULEX,T090B
CULEX ERRATICUS,T090B
CULEX PIPIENS/RESTUANS,T090C
CULEX RESTUANS,T090C
CULEX PIPIENS,T090C
CULEX SALINARIUS,T090C
CULEX TERRITANS,T090C
CULEX TARSALIS,T090C
UNSPECIFIED CULEX,T090C
CULEX ERRATICUS,T090C
CULEX PIPIENS/RESTUANS,T200A
CULEX RESTUANS,T200A
CULEX PIPIENS,T200A
CULEX SALINARIUS,T200A
CULEX TERRITANS,T200A
CULEX TARSALIS,T200A
UNSPECIFIED CULEX,T200A
CULEX ERRATICUS,T200A
CULEX PIPIENS/RESTUANS,T128A
CULEX RESTUANS,T128A
CULEX PIPIENS,T128A
CULEX SALINARIUS,T128A
CULEX TERRITANS,T128A
CULEX TARSALIS,T128A
UNSPECIFIED CULEX,T128A
CULEX ERRATICUS,T128A
CULEX PIPIENS/RESTUANS,T200B
CULEX RESTUANS,T200B
CULEX PIPIENS,T200B
CULEX SALINARIUS,T200B
CULEX TERRITANS,T200B
CULEX TARSALIS,T200B
UNSPECIFIED CULEX,T200B
CULEX ERRATICUS,T200B
CULEX PIPIENS/RESTUANS,T218A
CULEX RESTUANS,T218A
CULEX PIPIENS,T218A
CULEX SALINARIUS,T218A
CULEX TERRITANS,T218A
CULEX TARSALIS,T218A
UNSPECIFIED CULEX,T218A
CULEX ERRATICUS,T218A
CULEX PIPIENS/RESTUANS,T218C
CULEX RESTUANS,T218C
CULEX PIPIENS,T218C
CULEX SALINARIUS,T218C
CULEX TERRITANS,T218C
CULEX TARSALIS,T218C
UNSPECIFIED CULEX,T218C
CULEX ERRATICUS,T218C
CULEX PIPIENS/RESTUANS,T218B
CULEX RESTUANS,T218B
CULEX PIPIENS,T218B
CULEX SALINARIUS,T218B
CULEX TERRITANS,T218B
CULEX TARSALIS,T218B
UNSPECIFIED CULEX,T218B
CULEX ERRATICUS,T218B
CULEX PIPIENS/RESTUANS,T222
CULEX RESTUANS,T222
CULEX PIPIENS,T222
CULEX SALINARIUS,T222
CULEX TERRITANS,T222
CULEX TARSALIS,T222
UNSPECIFIED CULEX,T222
CULEX ERRATICUS,T222
CULEX PIPIENS/RESTUANS,T223
CULEX RESTUANS,T223
CULEX PIPIENS,T223
CULEX SALINARIUS,T223
CULEX TERRITANS,T223
CULEX TARSALIS,T223
UNSPECIFIED CULEX,T223
CULEX ERRATICUS,T223
CULEX PIPIENS/RESTUANS,T225
CULEX RESTUANS,T225
CULEX PIPIENS,T225
CULEX SALINARIUS,T225
CULEX TERRITANS,T225
CULEX TARSALIS,T225
UNSPECIFIED CULEX,T225
CULEX ERRATICUS,T225
CULEX PIPIENS/RESTUANS,T227
CULEX RESTUANS,T227
CULEX PIPIENS,T227
CULEX SALINARIUS,T227
CULEX TERRITANS,T227
CULEX TARSALIS,T227
UNSPECIFIED CULEX,T227
CULEX ERRATICUS,T227
CULEX PIPIENS/RESTUANS,T224
CULEX RESTUANS,T224
CULEX PIPIENS,T224
CULEX SALINARIUS,T224
CULEX TERRITANS,T224
CULEX TARSALIS,T224
UNSPECIFIED CULEX,T224
CULEX ERRATICUS,T224
CULEX PIPIENS/RESTUANS,T226
CULEX RESTUANS,T226
CULEX PIPIENS,T226
CULEX SALINARIUS,T226
CULEX TERRITANS,T226
CULEX TARSALIS,T226
UNSPECIFIED CULEX,T226
CULEX ERRATICUS,T226
CULEX PIPIENS/RESTUANS,T229
CULEX RESTUANS,T229
CULEX PIPIENS,T229
CULEX SALINARIUS,T229
CULEX TERRITANS,T229
CULEX TARSALIS,T229
UNSPECIFIED CULEX,T229
CULEX ERRATICUS,T229
CULEX PIPIENS/RESTUANS,T230
CULEX RESTUANS,T230
CULEX PIPIENS,T230
CULEX SALINARIUS,T230
CULEX TERRITANS,T230
CULEX TARSALIS,T230
UNSPECIFIED CULEX,T230
CULEX ERRATICUS,T230
CULEX PIPIENS/RESTUANS,T228
CULEX RESTUANS,T228
CULEX PIPIENS,T228
CULEX SALINARIUS,T228
CULEX TERRITANS,T228
CULEX TARSALIS,T228
UNSPECIFIED CULEX,T228
CULEX ERRATICUS,T228
CULEX PIPIENS/RESTUANS,T035
CULEX RESTUANS,T035
CULEX PIPIENS,T035
CULEX SALINARIUS,T035
CULEX TERRITANS,T035
CULEX TARSALIS,T035
UNSPECIFIED CULEX,T035
CULEX ERRATICUS,T035
CULEX PIPIENS/RESTUANS,T231
CULEX RESTUANS,T231
CULEX PIPIENS,T231
CULEX SALINARIUS,T231
CULEX TERRITANS,T231
CULEX TARSALIS,T231
UNSPECIFIED CULEX,T231
CULEX ERRATICUS,T231
CULEX PIPIENS/RESTUANS,T232
CULEX RESTUANS,T232
CULEX PIPIENS,T232
CULEX SALINARIUS,T232
CULEX TERRITANS,T232
CULEX TARSALIS,T232
UNSPECIFIED CULEX,T232
CULEX ERRATICUS,T232
CULEX PIPIENS/RESTUANS,T002A
CULEX RESTUANS,T002A
CULEX PIPIENS,T002A
CULEX SALINARIUS,T002A
CULEX TERRITANS,T002A
CULEX TARSALIS,T002A
UNSPECIFIED CULEX,T002A
CULEX ERRATICUS,T002A
CULEX PIPIENS/RESTUANS,T002B
CULEX RESTUANS,T002B
CULEX PIPIENS,T002B
CULEX SALINARIUS,T002B
CULEX TERRITANS,T002B
CULEX TARSALIS,T002B
UNSPECIFIED CULEX,T002B
CULEX ERRATICUS,T002B
CULEX PIPIENS/RESTUANS,T233
CULEX RESTUANS,T233
CULEX PIPIENS,T233
CULEX SALINARIUS,T233
CULEX TERRITANS,T233
CULEX TARSALIS,T233
UNSPECIFIED CULEX,T233
CULEX ERRATICUS,T233
CULEX PIPIENS/RESTUANS,T234
CULEX RESTUANS,T234
CULEX PIPIENS,T234
CULEX SALINARIUS,T234
CULEX TERRITANS,T234
CULEX TARSALIS,T234
UNSPECIFIED CULEX,T234
CULEX ERRATICUS,T234
CULEX PIPIENS/RESTUANS,T235
CULEX RESTUANS,T235
CULEX PIPIENS,T235
CULEX SALINARIUS,T235
CULEX TERRITANS,T235
CULEX TARSALIS,T235
UNSPECIFIED CULEX,T235
CULEX ERRATICUS,T235
CULEX PIPIENS/RESTUANS,T236
CULEX RESTUANS,T236
CULEX PIPIENS,T236
CULEX SALINARIUS,T236
CULEX TERRITANS,T236
CULEX TARSALIS,T236
UNSPECIFIED CULEX,T236
CULEX ERRATICUS,T236
CULEX PIPIENS/RESTUANS,T237
CULEX RESTUANS,T237
CULEX PIPIENS,T237
CULEX SALINARIUS,T237
CULEX TERRITANS,T237
CULEX TARSALIS,T237
UNSPECIFIED CULEX,T237
CULEX ERRATICUS,T237
CULEX PIPIENS/RESTUANS,T238
CULEX RESTUANS,T238
CULEX PIPIENS,T238
CULEX SALINARIUS,T238
CULEX TERRITANS,T238
CULEX TARSALIS,T238
UNSPECIFIED CULEX,T238
CULEX ERRATICUS,T238
CULEX PIPIENS/RESTUANS,T065A
CULEX RESTUANS,T065A
CULEX PIPIENS,T065A
CULEX SALINARIUS,T065A
CULEX TERRITANS,T065A
CULEX TARSALIS,T065A
UNSPECIFIED CULEX,T065A
CULEX ERRATICUS,T065A
CULEX PIPIENS/RESTUANS,T094B
CULEX RESTUANS,T094B
CULEX PIPIENS,T094B
CULEX SALINARIUS,T094B
CULEX TERRITANS,T094B
CULEX TARSALIS,T094B
UNSPECIFIED CULEX,T094B
CULEX ERRATICUS,T094B
CULEX PIPIENS/RESTUANS,T054C
CULEX RESTUANS,T054C
CULEX PIPIENS,T054C
CULEX SALINARIUS,T054C
CULEX TERRITANS,T054C
CULEX TARSALIS,T054C
UNSPECIFIED CULEX,T054C
CULEX ERRATICUS,T054C
CULEX PIPIENS/RESTUANS,T002
CULEX RESTUANS,T002
CULEX PIPIENS,T002
CULEX SALINARIUS,T002
CULEX TERRITANS,T002
CULEX TARSALIS,T002
UNSPECIFIED CULEX,T002
CULEX ERRATICUS,T002
CULEX PIPIENS/RESTUANS,T007
CULEX RESTUANS,T007
CULEX PIPIENS,T007
CULEX SALINARIUS,T007
CULEX TERRITANS,T007
CULEX TARSALIS,T007
UNSPECIFIED CULEX,T007
CULEX ERRATICUS,T007
CULEX PIPIENS/RESTUANS,T015
CULEX RESTUANS,T015
CULEX PIPIENS,T015
CULEX SALINARIUS,T015
CULEX TERRITANS,T015
CULEX TARSALIS,T015
UNSPECIFIED CULEX,T015
CULEX ERRATICUS,T015
CULEX PIPIENS/RESTUANS,T045
CULEX RESTUANS,T045
CULEX PIPIENS,T045
CULEX SALINARIUS,T045
CULEX TERRITANS,T045
CULEX TARSALIS,T045
UNSPECIFIED CULEX,T045
CULEX ERRATICUS,T045
CULEX PIPIENS/RESTUANS,T046
CULEX RESTUANS,T046
CULEX PIPIENS,T046
CULEX SALINARIUS,T046
CULEX TERRITANS,T046
CULEX TARSALIS,T046
UNSPECIFIED CULEX,T046
CULEX ERRATICUS,T046
CULEX PIPIENS/RESTUANS,T048
CULEX RESTUANS,T048
CULEX PIPIENS,T048
CULEX SALINARIUS,T048
CULEX TERRITANS,T048
CULEX TARSALIS,T048
UNSPECIFIED CULEX,T048
CULEX ERRATICUS,T048
CULEX PIPIENS/RESTUANS,T049
CULEX RESTUANS,T049
CULEX PIPIENS,T049
CULEX SALINARIUS,T049
CULEX TERRITANS,T049
CULEX TARSALIS,T049
UNSPECIFIED CULEX,T049
CULEX ERRATICUS,T049
CULEX PIPIENS/RESTUANS,T050
CULEX RESTUANS,T050
CULEX PIPIENS,T050
CULEX SALINARIUS,T050
CULEX TERRITANS,T050
CULEX TARSALIS,T050
UNSPECIFIED CULEX,T050
CULEX ERRATICUS,T050
CULEX PIPIENS/RESTUANS,T054
CULEX RESTUANS,T054
CULEX PIPIENS,T054
CULEX SALINARIUS,T054
CULEX TERRITANS,T054
CULEX TARSALIS,T054
UNSPECIFIED CULEX,T054
CULEX ERRATICUS,T054
CULEX PIPIENS/RESTUANS,T086
CULEX RESTUANS,T086
CULEX PIPIENS,T086
CULEX SALINARIUS,T086
CULEX TERRITANS,T086
CULEX TARSALIS,T086
UNSPECIFIED CULEX,T086
CULEX ERRATICUS,T086
CULEX PIPIENS/RESTUANS,T091
CULEX RESTUANS,T091
CULEX PIPIENS,T091
CULEX SALINARIUS,T091
CULEX TERRITANS,T091
CULEX TARSALIS,T091
UNSPECIFIED CULEX,T091
CULEX ERRATICUS,T091
CULEX PIPIENS/RESTUANS,T094
CULEX RESTUANS,T094
CULEX PIPIENS,T094
CULEX SALINARIUS,T094
CULEX TERRITANS,T094
CULEX TARSALIS,T094
UNSPECIFIED CULEX,T094
CULEX ERRATICUS,T094
CULEX PIPIENS/RESTUANS,T096
CULEX RESTUANS,T096
CULEX PIPIENS,T096
CULEX SALINARIUS,T096
CULEX TERRITANS,T096
CULEX TARSALIS,T096
UNSPECIFIED CULEX,T096
CULEX ERRATICUS,T096
CULEX PIPIENS/RESTUANS,T129
CULEX RESTUANS,T129
CULEX PIPIENS,T129
CULEX SALINARIUS,T129
CULEX TERRITANS,T129
CULEX TARSALIS,T129
UNSPECIFIED CULEX,T129
CULEX ERRATICUS,T129
CULEX PIPIENS/RESTUANS,T143
CULEX RESTUANS,T143
CULEX PIPIENS,T143
CULEX SALINARIUS,T143
CULEX TERRITANS,T143
CULEX TARSALIS,T143
UNSPECIFIED CULEX,T143
CULEX ERRATICUS,T143
CULEX PIPIENS/RESTUANS,T148
CULEX RESTUANS,T148
CULEX PIPIENS,T148
CULEX SALINARIUS,T148
CULEX TERRITANS,T148
CULEX TARSALIS,T148
UNSPECIFIED CULEX,T148
CULEX ERRATICUS,T148
CULEX PIPIENS/RESTUANS,T153
CULEX RESTUANS,T153
CULEX PIPIENS,T153
CULEX SALINARIUS,T153
CULEX TERRITANS,T153
CULEX TARSALIS,T153
UNSPECIFIED CULEX,T153
CULEX ERRATICUS,T153
CULEX PIPIENS/RESTUANS,T159
CULEX RESTUANS,T159
CULEX PIPIENS,T159
CULEX SALINARIUS,T159
CULEX TERRITANS,T159
CULEX TARSALIS,T159
UNSPECIFIED CULEX,T159
CULEX ERRATICUS,T159
CULEX PIPIENS/RESTUANS,T009
CULEX RESTUANS,T009
CULEX PIPIENS,T009
CULEX SALINARIUS,T009
CULEX TERRITANS,T009
CULEX TARSALIS,T009
UNSPECIFIED CULEX,T009
CULEX ERRATICUS,T009
CULEX PIPIENS/RESTUANS,T011
CULEX RESTUANS,T011
CULEX PIPIENS,T011
CULEX SALINARIUS,T011
CULEX TERRITANS,T011
CULEX TARSALIS,T011
UNSPECIFIED CULEX,T011
CULEX ERRATICUS,T011
CULEX PIPIENS/RESTUANS,T016
CULEX RESTUANS,T016
CULEX PIPIENS,T016
CULEX SALINARIUS,T016
CULEX TERRITANS,T016
CULEX TARSALIS,T016
UNSPECIFIED CULEX,T016
CULEX ERRATICUS,T016
CULEX PIPIENS/RESTUANS,T019
CULEX RESTUANS,T019
CULEX PIPIENS,T019
CULEX SALINARIUS,T019
CULEX TERRITANS,T019
CULEX TARSALIS,T019
UNSPECIFIED CULEX,T019
CULEX ERRATICUS,T019
CULEX PIPIENS/RESTUANS,T025
